ProvID,Culture,Religion,TradeGoods,Citizens,Freedmen,Slaves,Tribesmen,Nobles,Civilization,SettlementRank,Barbarian,NameRef,AraRef,Terrain,isChanged
266,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov266,noregion,plains,FALSE
267,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov267,noregion,plains,FALSE
268,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov268,noregion,plains,FALSE
269,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov269,noregion,plains,FALSE
270,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov270,noregion,plains,FALSE
271,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov271,noregion,plains,FALSE
272,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov272,noregion,plains,FALSE
273,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov273,noregion,plains,FALSE
274,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov274,noregion,plains,FALSE
275,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov275,noregion,plains,FALSE
276,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov276,noregion,plains,FALSE
277,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov277,noregion,plains,FALSE
278,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov278,noregion,plains,FALSE
279,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov279,noregion,plains,FALSE
280,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov280,noregion,plains,FALSE
281,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov281,noregion,plains,FALSE
282,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov282,noregion,plains,FALSE
283,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov283,noregion,plains,FALSE
284,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov284,noregion,plains,FALSE
285,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov285,noregion,plains,FALSE
286,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov286,noregion,plains,FALSE
287,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov287,noregion,plains,FALSE
288,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov288,noregion,plains,FALSE
289,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov289,noregion,plains,FALSE
290,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov290,noregion,plains,FALSE
291,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov291,noregion,plains,FALSE
292,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov292,noregion,plains,FALSE
293,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov293,noregion,plains,FALSE
294,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov294,noregion,plains,FALSE
295,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov295,noregion,plains,FALSE
296,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov296,noregion,plains,FALSE
297,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov297,noregion,plains,FALSE
298,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov298,noregion,plains,FALSE
299,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov299,noregion,plains,FALSE
300,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov300,noregion,plains,FALSE
301,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov301,noregion,plains,FALSE
302,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov302,noregion,plains,FALSE
303,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov303,noregion,plains,FALSE
304,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov304,noregion,plains,FALSE
305,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov305,noregion,plains,FALSE
306,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov306,noregion,plains,FALSE
307,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov307,noregion,plains,FALSE
308,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov308,noregion,plains,FALSE
309,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov309,noregion,plains,FALSE
310,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov310,noregion,plains,FALSE
311,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov311,noregion,plains,FALSE
312,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov312,noregion,plains,FALSE
313,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov313,noregion,plains,FALSE
314,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov314,noregion,plains,FALSE
315,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov315,noregion,plains,FALSE
316,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov316,noregion,plains,FALSE
317,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov317,noregion,plains,FALSE
318,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov318,noregion,plains,FALSE
319,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov319,noregion,plains,FALSE
320,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov320,noregion,plains,FALSE
321,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov321,noregion,plains,FALSE
322,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov322,noregion,plains,FALSE
323,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov323,noregion,plains,FALSE
324,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov324,noregion,plains,FALSE
325,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov325,noregion,plains,FALSE
326,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov326,noregion,plains,FALSE
327,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov327,noregion,plains,FALSE
328,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov328,noregion,plains,FALSE
329,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov329,noregion,plains,FALSE
330,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov330,noregion,plains,FALSE
331,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov331,noregion,plains,FALSE
332,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov332,noregion,plains,FALSE
333,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov333,noregion,plains,FALSE
334,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov334,noregion,plains,FALSE
335,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov335,noregion,plains,FALSE
336,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov336,noregion,plains,FALSE
337,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov337,noregion,plains,FALSE
338,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov338,noregion,plains,FALSE
339,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov339,noregion,plains,FALSE
340,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov340,noregion,plains,FALSE
341,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov341,noregion,plains,FALSE
342,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov342,noregion,plains,FALSE
343,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov343,noregion,plains,FALSE
344,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov344,noregion,plains,FALSE
345,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov345,noregion,plains,FALSE
346,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov346,noregion,plains,FALSE
347,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov347,noregion,plains,FALSE
348,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov348,noregion,plains,FALSE
349,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov349,noregion,plains,FALSE
350,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov350,noregion,plains,FALSE
351,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov351,noregion,plains,FALSE
352,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov352,noregion,plains,FALSE
353,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov353,noregion,plains,FALSE
354,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov354,noregion,plains,FALSE
355,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov355,noregion,plains,FALSE
356,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov356,noregion,plains,FALSE
357,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov357,noregion,plains,FALSE
358,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov358,noregion,plains,FALSE
359,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov359,noregion,plains,FALSE
360,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov360,noregion,plains,FALSE
361,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov361,noregion,plains,FALSE
362,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov362,noregion,plains,FALSE
363,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov363,noregion,plains,FALSE
364,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov364,noregion,plains,FALSE
365,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov365,noregion,plains,FALSE
366,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov366,noregion,plains,FALSE
367,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov367,noregion,plains,FALSE
368,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov368,noregion,plains,FALSE
369,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov369,noregion,plains,FALSE
370,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov370,noregion,plains,FALSE
371,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov371,noregion,plains,FALSE
372,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov372,noregion,plains,FALSE
373,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov373,noregion,plains,FALSE
374,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov374,noregion,plains,FALSE
375,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov375,noregion,plains,FALSE
376,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov376,noregion,plains,FALSE
377,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov377,noregion,plains,FALSE
378,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov378,noregion,plains,FALSE
379,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov379,noregion,plains,FALSE
380,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov380,noregion,plains,FALSE
381,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov381,noregion,plains,FALSE
382,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov382,noregion,plains,FALSE
383,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov383,noregion,plains,FALSE
384,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov384,noregion,plains,FALSE
385,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov385,noregion,plains,FALSE
386,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov386,noregion,plains,FALSE
387,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov387,noregion,plains,FALSE
388,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov388,noregion,plains,FALSE
389,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov389,noregion,plains,FALSE
390,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov390,noregion,plains,FALSE
391,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov391,noregion,plains,FALSE
392,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov392,noregion,plains,FALSE
393,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov393,noregion,plains,FALSE
394,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov394,noregion,plains,FALSE
395,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov395,noregion,plains,FALSE
396,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov396,noregion,plains,FALSE
397,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov397,noregion,plains,FALSE
398,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov398,noregion,plains,FALSE
399,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov399,noregion,plains,FALSE
400,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov400,noregion,plains,FALSE
401,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov401,noregion,plains,FALSE
402,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov402,noregion,plains,FALSE
403,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov403,noregion,plains,FALSE
404,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov404,noregion,plains,FALSE
405,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov405,noregion,plains,FALSE
406,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov406,noregion,plains,FALSE
407,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov407,noregion,plains,FALSE
408,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov408,noregion,plains,FALSE
409,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov409,noregion,plains,FALSE
410,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov410,noregion,plains,FALSE
411,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov411,noregion,plains,FALSE
412,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov412,noregion,plains,FALSE
413,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov413,noregion,plains,FALSE
414,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov414,noregion,plains,FALSE
415,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov415,noregion,plains,FALSE
416,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov416,noregion,plains,FALSE
417,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov417,noregion,plains,FALSE
418,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov418,noregion,plains,FALSE
419,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov419,noregion,plains,FALSE
420,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov420,noregion,plains,FALSE
421,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov421,noregion,plains,FALSE
422,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov422,noregion,plains,FALSE
423,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov423,noregion,plains,FALSE
424,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov424,noregion,plains,FALSE
425,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov425,noregion,plains,FALSE
426,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov426,noregion,plains,FALSE
427,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov427,noregion,plains,FALSE
428,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov428,noregion,plains,FALSE
429,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov429,noregion,plains,FALSE
430,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov430,noregion,plains,FALSE
431,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov431,noregion,plains,FALSE
432,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov432,noregion,plains,FALSE
433,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov433,noregion,plains,FALSE
434,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov434,noregion,plains,FALSE
435,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov435,noregion,plains,FALSE
436,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov436,noregion,plains,FALSE
437,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov437,noregion,plains,FALSE
438,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov438,noregion,plains,FALSE
439,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov439,noregion,plains,FALSE
440,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov440,noregion,plains,FALSE
441,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov441,noregion,plains,FALSE
442,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov442,noregion,plains,FALSE
443,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov443,noregion,plains,FALSE
444,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov444,noregion,plains,FALSE
445,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov445,noregion,plains,FALSE
446,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov446,noregion,plains,FALSE
447,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov447,noregion,plains,FALSE
448,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov448,noregion,plains,FALSE
449,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov449,noregion,plains,FALSE
450,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov450,noregion,plains,FALSE
451,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov451,noregion,plains,FALSE
452,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov452,noregion,plains,FALSE
453,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov453,noregion,plains,FALSE
454,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov454,noregion,plains,FALSE
455,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov455,noregion,plains,FALSE
456,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov456,noregion,plains,FALSE
457,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov457,noregion,plains,FALSE
458,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov458,noregion,plains,FALSE
459,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov459,noregion,plains,FALSE
460,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov460,noregion,plains,FALSE
461,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov461,noregion,plains,FALSE
462,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov462,noregion,plains,FALSE
463,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov463,noregion,plains,FALSE
464,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov464,noregion,plains,FALSE
465,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov465,noregion,plains,FALSE
466,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov466,noregion,plains,FALSE
467,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov467,noregion,plains,FALSE
468,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov468,noregion,plains,FALSE
469,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov469,noregion,plains,FALSE
470,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov470,noregion,plains,FALSE
471,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov471,noregion,plains,FALSE
472,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov472,noregion,plains,FALSE
473,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov473,noregion,plains,FALSE
474,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov474,noregion,plains,FALSE
475,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov475,noregion,plains,FALSE
476,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov476,noregion,plains,FALSE
477,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov477,noregion,plains,FALSE
478,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov478,noregion,plains,FALSE
479,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov479,noregion,plains,FALSE
480,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov480,noregion,plains,FALSE
481,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov481,noregion,plains,FALSE
482,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov482,noregion,plains,FALSE
483,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov483,noregion,plains,FALSE
484,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov484,noregion,plains,FALSE
485,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov485,noregion,plains,FALSE
486,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov486,noregion,plains,FALSE
487,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov487,noregion,plains,FALSE
488,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov488,noregion,plains,FALSE
489,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov489,noregion,plains,FALSE
490,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov490,noregion,plains,FALSE
491,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov491,noregion,plains,FALSE
492,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov492,noregion,plains,FALSE
493,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov493,noregion,plains,FALSE
494,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov494,noregion,plains,FALSE
495,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov495,noregion,plains,FALSE
496,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov496,noregion,plains,FALSE
497,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov497,noregion,plains,FALSE
498,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov498,noregion,plains,FALSE
499,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov499,noregion,plains,FALSE
500,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov500,noregion,plains,FALSE
501,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov501,noregion,plains,FALSE
502,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov502,noregion,plains,FALSE
503,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov503,noregion,plains,FALSE
504,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov504,noregion,plains,FALSE
505,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov505,noregion,plains,FALSE
506,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov506,noregion,plains,FALSE
507,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov507,noregion,plains,FALSE
508,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov508,noregion,plains,FALSE
509,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov509,noregion,plains,FALSE
510,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov510,noregion,plains,FALSE
511,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov511,noregion,plains,FALSE
512,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov512,noregion,plains,FALSE
513,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov513,noregion,plains,FALSE
514,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov514,noregion,plains,FALSE
515,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov515,noregion,plains,FALSE
516,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov516,noregion,plains,FALSE
517,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov517,noregion,plains,FALSE
518,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov518,noregion,plains,FALSE
519,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov519,noregion,plains,FALSE
520,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov520,noregion,plains,FALSE
521,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov521,noregion,plains,FALSE
522,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov522,noregion,plains,FALSE
523,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov523,noregion,plains,FALSE
524,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov524,noregion,plains,FALSE
525,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov525,noregion,plains,FALSE
526,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov526,noregion,plains,FALSE
527,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov527,noregion,plains,FALSE
528,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov528,noregion,plains,FALSE
529,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov529,noregion,plains,FALSE
530,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov530,noregion,plains,FALSE
531,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov531,noregion,plains,FALSE
532,roman,roman_pantheon,cloth,0,0,0,0,0,40,settlement,0,landprov532,noregion,plains,FALSE
